track_id,track_name,latitude,longitude,point_index
8b0ac4c4-0e41-4276-96bf-6870a280868a,Oval Track,52.320676,4.839504,0
8b0ac4c4-0e41-4276-96bf-6870a280868a,Oval Track,52.32067599894592,4.840003683363385,1
8b0ac4c4-0e41-4276-96bf-6870a280868a,Oval Track,52.320675997891854,4.840503366726741,2
8b0ac4c4-0e41-4276-96bf-6870a280868a,Oval Track,52.320675996837785,4.841003050090099,3
8b0ac4c4-0e41-4276-96bf-6870a280868a,Oval Track,52.320675995783716,4.84150273345343,4
8b0ac4c4-0e41-4276-96bf-6870a280868a,Oval Track,52.320675994729655,4.8420024168167615,5
8b0ac4c4-0e41-4276-96bf-6870a280868a,Oval Track,52.320675993675586,4.842502100180067,6
8b0ac4c4-0e41-4276-96bf-6870a280868a,Oval Track,52.320770374916464,4.842977328312446,7
8b0ac4c4-0e41-4276-96bf-6870a280868a,Oval Track,52.32094989982837,4.843381583147489,8
8b0ac4c4-0e41-4276-96bf-6870a280868a,Oval Track,52.3211969952568,4.843675293117407,9
8b0ac4c4-0e41-4276-96bf-6870a280868a,Oval Track,52.32148747368172,4.8438297066002,10
8b0ac4c4-0e41-4276-96bf-6870a280868a,Oval Track,52.32179290087832,4.8438297066002,11
8b0ac4c4-0e41-4276-96bf-6870a280868a,Oval Track,52.32209832807492,4.8438297066002,12
8b0ac4c4-0e41-4276-96bf-6870a280868a,Oval Track,52.32240375527152,4.8438297066002,13
8b0ac4c4-0e41-4276-96bf-6870a280868a,Oval Track,52.32270918246813,4.8438297066002,14
8b0ac4c4-0e41-4276-96bf-6870a280868a,Oval Track,52.32301460966473,4.8438297066002,15
8b0ac4c4-0e41-4276-96bf-6870a280868a,Oval Track,52.32332003686133,4.8438297066002,16
8b0ac4c4-0e41-4276-96bf-6870a280868a,Oval Track,52.323610515286255,4.843675285708267,17
8b0ac4c4-0e41-4276-96bf-6870a280868a,Oval Track,52.32385761071464,4.84338155807683,18
8b0ac4c4-0e41-4276-96bf-6870a280868a,Oval Track,52.32403713562647,4.842977275035,19
8b0ac4c4-0e41-4276-96bf-6870a280868a,Oval Track,52.32413151686723,4.842502010801723,20
8b0ac4c4-0e41-4276-96bf-6870a280868a,Oval Track,52.32413151581303,4.842002288413902,21
8b0ac4c4-0e41-4276-96bf-6870a280868a,Oval Track,52.324131514758825,4.8415025660260795,22
8b0ac4c4-0e41-4276-96bf-6870a280868a,Oval Track,52.32413151370462,4.841002843638284,23
8b0ac4c4-0e41-4276-96bf-6870a280868a,Oval Track,52.32413151265042,4.840503121250488,24
8b0ac4c4-0e41-4276-96bf-6870a280868a,Oval Track,52.32413151159621,4.840003398862717,25
8b0ac4c4-0e41-4276-96bf-6870a280868a,Oval Track,52.32413151054201,4.839503676474947,26
8b0ac4c4-0e41-4276-96bf-6870a280868a,Oval Track,52.3241315094878,4.839003954087202,27
8b0ac4c4-0e41-4276-96bf-6870a280868a,Oval Track,52.3241315084336,4.838504231699456,28
8b0ac4c4-0e41-4276-96bf-6870a280868a,Oval Track,52.32413150737939,4.838004509311737,29
